timestamp,ear,mar,pitch,roll,yaw,blink_count,yawn_count,eye_closed_frames,norm_ear,norm_mar,norm_pitch,norm_roll,norm_yaw,baseline_progress,severity,severity_score,label
1783016355.5743136,0.28887394566103325,0.6777589037404468,167.17454935424612,-0.46082233174672693,0.4561006411164757,2.0,4.0,0.0,1.080646393417827,2.1651691365182,1.0510226336866717,-0.47266101351073875,1.674808056450065,0.13416666666666666,medium,0.75,medium
1783016355.6557078,0.28915407254035386,0.6690553079291776,166.96069785412396,-0.49462146942867846,0.5446788830978287,2.0,4.0,0.0,1.0813640309325285,2.137321464858539,1.0498026874602249,-0.5079668963479594,1.9994467704132017,0.135,medium,0.75,medium
1783016355.7315645,0.3047618723816491,0.6350990888512432,167.6401710002381,-0.9082033028280878,1.1632888500908531,2.0,4.0,0.0,1.139385402574647,2.0288061250497305,1.0542000964921345,-0.9338828386121354,4.268957841234396,0.13583333333333333,medium,0.75,medium
1783016355.79009,0.29447665809171053,0.6544248945623012,166.87595541541413,-0.6589858393264472,1.2691046204456728,2.0,5.0,0.0,1.1008901906561974,2.0901773902674505,1.049422569172296,-0.6777225346392929,4.5573594588168245,0.13666666666666666,medium,0.75,medium
1783016355.8528605,0.28365784365498314,0.6581612611333407,167.43633130870148,-0.7074086665850632,1.0371538473618793,2.0,5.0,0.0,1.060403206091384,2.1017445978065763,1.0529748859606733,-0.7276336191297601,3.6462003503134035,0.1375,medium,0.75,medium
1783016355.9150743,0.2734208038711,0.6257322693192727,168.9712497980168,-1.0942401784030469,0.4832121390649813,2.0,5.0,0.0,1.021673990813825,1.9967881796759133,1.0630171964033612,-1.125352295839087,1.67779314333483,0.13833333333333334,medium,0.75,medium
1783016355.9823391,0.28179729510835666,0.6519153756061639,166.55937804302638,-0.8997067083018944,0.08781037366868734,2.0,6.0,0.0,1.052500319603208,2.0788861374770566,1.0482280641940434,-0.925429499580934,0.30870464979358536,0.13916666666666666,medium,0.75,medium
1783016356.0489242,0.2775890744686328,0.6465111160239606,166.90314131187833,-0.7651515074767002,-0.14596660827359706,2.0,6.0,0.0,1.03661647747584,2.061062132641926,1.0507688633654861,-0.7899938544587144,-0.5241666385656061,0.14,medium,0.75,medium
1783016356.1030126,0.2829376277028951,0.612855711084468,167.098090595568,-0.7093400744309118,-0.0031816287942662822,2.0,6.0,0.0,1.0564204041058336,1.9532101364167387,1.0523742667437317,-0.735141322094029,-0.011675723693319512,0.14083333333333334,medium,0.75,medium
1783016356.1805515,0.28828740393917873,0.5959558171338192,166.94746232099956,-0.4672131764166845,-0.2933634420670841,2.0,6.0,0.0,1.075151815064842,1.899273684098445,1.0520210422299545,-0.4850065189474128,-1.0768998119814752,0.14166666666666666,medium,0.75,medium
